time ms,free,max,total
215478,79927960,259522560,185020416
216506,79927960,259522560,185020416
217577,79927960,259522560,185020416
218577,79927960,259522560,185020416
219580,79927960,259522560,185020416
220580,79927960,259522560,185020416
221580,79927960,259522560,185020416
222580,79927960,259522560,185020416
223580,79927960,259522560,185020416
224580,79927960,259522560,185020416
225580,79927960,259522560,185020416
226583,79927960,259522560,185020416
227584,79927960,259522560,185020416
228584,79927960,259522560,185020416
229584,79927960,259522560,185020416
230587,79927960,259522560,185020416
231587,79927960,259522560,185020416
232587,79927960,259522560,185020416
233649,79927960,259522560,185020416
234652,79927960,259522560,185020416
235652,79927960,259522560,185020416
236652,79927960,259522560,185020416
237652,79927960,259522560,185020416
238652,79927960,259522560,185020416
239652,79927960,259522560,185020416
240655,79927960,259522560,185020416
241655,79927960,259522560,185020416
242655,79927960,259522560,185020416
243655,79927960,259522560,185020416
244655,79927960,259522560,185020416
245655,79927960,259522560,185020416
246655,79927960,259522560,185020416
247655,79927960,259522560,185020416
248655,79927960,259522560,185020416
249658,79885784,259522560,185020416
250658,79885784,259522560,185020416
251658,79885784,259522560,185020416
252658,79885784,259522560,185020416
253658,79885784,259522560,185020416
254658,79885784,259522560,185020416
255658,79885784,259522560,185020416
256658,79885784,259522560,185020416
257658,79885784,259522560,185020416
258658,79885784,259522560,185020416
259658,79885784,259522560,185020416
260658,79885784,259522560,185020416
261658,79885784,259522560,185020416
262658,79885784,259522560,185020416
263658,79885784,259522560,185020416
264658,79885784,259522560,185020416
265658,79885784,259522560,185020416
266660,79885784,259522560,185020416
267660,79885784,259522560,185020416
268660,79885784,259522560,185020416
269660,79885784,259522560,185020416
270660,79885784,259522560,185020416
271667,79885784,259522560,185020416
272667,79885784,259522560,185020416
273667,79885784,259522560,185020416
274667,79885784,259522560,185020416
275667,79885784,259522560,185020416
276667,79885784,259522560,185020416
277667,79885784,259522560,185020416
278667,79885784,259522560,185020416
279667,79885784,259522560,185020416
280667,79885784,259522560,185020416
281674,79885784,259522560,185020416
282674,79885784,259522560,185020416
283678,79885784,259522560,185020416
284679,79885784,259522560,185020416
285679,79885784,259522560,185020416
286679,79885784,259522560,185020416
287681,79885784,259522560,185020416
288687,79885784,259522560,185020416
289689,79885784,259522560,185020416
290689,79885784,259522560,185020416
291689,79885784,259522560,185020416
292693,79885784,259522560,185020416
293699,79885784,259522560,185020416
294700,79885784,259522560,185020416
295700,79885784,259522560,185020416
296705,79885784,259522560,185020416
297705,79885784,259522560,185020416
298705,79885784,259522560,185020416
299705,79885784,259522560,185020416
300705,79885784,259522560,185020416
301705,79885784,259522560,185020416
302705,79885784,259522560,185020416
303705,79885784,259522560,185020416
304705,79885784,259522560,185020416
305705,79885784,259522560,185020416
306705,79885784,259522560,185020416
307705,79885784,259522560,185020416
308705,79885784,259522560,185020416
309705,79885784,259522560,185020416
310705,79885784,259522560,185020416
311710,79885784,259522560,185020416
312710,79885784,259522560,185020416
313710,79885784,259522560,185020416
314710,79885784,259522560,185020416
315710,79885784,259522560,185020416
316710,79885784,259522560,185020416
317710,79885784,259522560,185020416
318710,79885784,259522560,185020416
319710,79885784,259522560,185020416
320710,79885784,259522560,185020416
321710,79885784,259522560,185020416
322710,79885784,259522560,185020416
323710,79885784,259522560,185020416
324710,79885784,259522560,185020416
325710,79885784,259522560,185020416
326715,79843520,259522560,185020416
327715,79843520,259522560,185020416
328715,79843520,259522560,185020416
329716,79843520,259522560,185020416
330716,79843520,259522560,185020416
331716,79843520,259522560,185020416
332720,79843520,259522560,185020416
333721,79843520,259522560,185020416
334721,79843520,259522560,185020416
335721,79843520,259522560,185020416
336721,79843520,259522560,185020416
337721,79843520,259522560,185020416
338721,79843520,259522560,185020416
339721,79843520,259522560,185020416
340721,79843520,259522560,185020416
341721,79843520,259522560,185020416
342722,79843520,259522560,185020416
343722,79843520,259522560,185020416
344722,79843520,259522560,185020416
345722,79843520,259522560,185020416
346864,79843520,259522560,185020416
348030,79843520,259522560,185020416
349193,79843520,259522560,185020416
350358,79843520,259522560,185020416
351528,79843520,259522560,185020416
352528,79843520,259522560,185020416
353594,79843520,259522560,185020416
354594,79843520,259522560,185020416
355594,79843520,259522560,185020416
356594,79843520,259522560,185020416
357594,79843520,259522560,185020416
358594,79843520,259522560,185020416
359594,79843520,259522560,185020416
360598,79843520,259522560,185020416
361776,79843520,259522560,185020416
362776,79843520,259522560,185020416
363776,79843520,259522560,185020416
364776,79843520,259522560,185020416
365776,79843520,259522560,185020416
366776,79843520,259522560,185020416
367776,79843520,259522560,185020416
368776,79843520,259522560,185020416
369776,79843520,259522560,185020416
370776,79843520,259522560,185020416
371782,79843520,259522560,185020416
372782,79843520,259522560,185020416
373782,79843520,259522560,185020416
374782,79843520,259522560,185020416
375782,79843520,259522560,185020416
376782,79843520,259522560,185020416
377782,79843520,259522560,185020416
378788,79843520,259522560,185020416
379788,79843520,259522560,185020416
380788,79843520,259522560,185020416
381788,79843520,259522560,185020416
382790,79843520,259522560,185020416
383790,79843520,259522560,185020416
384797,79843520,259522560,185020416
385797,79843520,259522560,185020416
386797,79843520,259522560,185020416
387817,79843520,259522560,185020416
388817,79843520,259522560,185020416
389817,79843520,259522560,185020416
390817,79843520,259522560,185020416
391817,79843520,259522560,185020416
392820,79843520,259522560,185020416
393829,79843520,259522560,185020416
394829,79843520,259522560,185020416
395829,79843520,259522560,185020416
396844,79843520,259522560,185020416
397850,79843520,259522560,185020416
398850,79843520,259522560,185020416
399859,79843520,259522560,185020416
400859,79843520,259522560,185020416
401860,79843520,259522560,185020416
402875,79843520,259522560,185020416
403879,79843520,259522560,185020416
404879,79843520,259522560,185020416
405891,79801344,259522560,185020416
406891,79801344,259522560,185020416
407895,79801344,259522560,185020416
408904,79801344,259522560,185020416
409904,79801344,259522560,185020416
410904,79801344,259522560,185020416
411913,79801344,259522560,185020416
412913,79801344,259522560,185020416
413913,79801344,259522560,185020416
414932,79801344,259522560,185020416
415934,79801344,259522560,185020416
416934,79801344,259522560,185020416
417940,79801344,259522560,185020416
418940,79801344,259522560,185020416
419940,79801344,259522560,185020416
420952,79801344,259522560,185020416
421952,79801344,259522560,185020416
422952,79801344,259522560,185020416
423979,79801344,259522560,185020416
424980,79801344,259522560,185020416
425991,79801344,259522560,185020416
426993,79801344,259522560,185020416
427993,79801344,259522560,185020416
428993,79801344,259522560,185020416
430005,79801344,259522560,185020416
431006,79801344,259522560,185020416
432006,79801344,259522560,185020416
433030,79801344,259522560,185020416
434030,79801344,259522560,185020416
435030,79801344,259522560,185020416
436038,79801344,259522560,185020416
437038,79801344,259522560,185020416
438040,79801344,259522560,185020416
439054,79801344,259522560,185020416
440054,79801344,259522560,185020416
441054,79801344,259522560,185020416
442061,79801344,259522560,185020416
443061,79801344,259522560,185020416
444061,79801344,259522560,185020416
445070,79801344,259522560,185020416
446071,79801344,259522560,185020416
447071,79801344,259522560,185020416
448084,79801344,259522560,185020416
449101,79801344,259522560,185020416
450101,79801344,259522560,185020416
451114,79801344,259522560,185020416
452119,79801344,259522560,185020416
453119,79801344,259522560,185020416
454122,79801344,259522560,185020416
455129,79801344,259522560,185020416
456129,79801344,259522560,185020416
457161,79801344,259522560,185020416
458161,79801344,259522560,185020416
459161,79801344,259522560,185020416
460167,79801344,259522560,185020416
461169,79801344,259522560,185020416
462169,79801344,259522560,185020416
463169,79801344,259522560,185020416
464169,79801344,259522560,185020416
465169,79801344,259522560,185020416
466171,79801344,259522560,185020416
467171,79801344,259522560,185020416
468171,79801344,259522560,185020416
469183,79801344,259522560,185020416
470183,79801344,259522560,185020416
471183,79801344,259522560,185020416
472218,79801344,259522560,185020416
473222,79801344,259522560,185020416
474229,79801344,259522560,185020416
475245,79801344,259522560,185020416
476245,79801344,259522560,185020416
477245,79801344,259522560,185020416
478247,79801344,259522560,185020416
479248,79801344,259522560,185020416
480248,79801344,259522560,185020416
481260,79801344,259522560,185020416
482260,79801344,259522560,185020416
483260,79759080,259522560,185020416
484269,79759080,259522560,185020416
485269,79759080,259522560,185020416
486269,79759080,259522560,185020416
487297,79759080,259522560,185020416
488490,79759080,259522560,185020416
489494,79759080,259522560,185020416
490494,79759080,259522560,185020416
491494,79759080,259522560,185020416
492494,79759080,259522560,185020416
493494,79759080,259522560,185020416
494494,79759080,259522560,185020416
495500,79759080,259522560,185020416
496500,79759080,259522560,185020416
497501,79759080,259522560,185020416
498501,79759080,259522560,185020416
499501,79759080,259522560,185020416
500501,79759080,259522560,185020416
501508,79759080,259522560,185020416
502508,79759080,259522560,185020416
503508,79759080,259522560,185020416
504508,79759080,259522560,185020416
505514,79759080,259522560,185020416
506515,79759080,259522560,185020416
507515,79759080,259522560,185020416
508528,79759080,259522560,185020416
509528,79759080,259522560,185020416
510528,79759080,259522560,185020416
511528,79759080,259522560,185020416
512532,79759080,259522560,185020416
513533,79759080,259522560,185020416
514533,79759080,259522560,185020416
515533,79759080,259522560,185020416
516533,79759080,259522560,185020416
517533,79759080,259522560,185020416
518533,79759080,259522560,185020416
519539,79759080,259522560,185020416
520545,79759080,259522560,185020416
521545,79759080,259522560,185020416
522545,79759080,259522560,185020416
523545,79759080,259522560,185020416
524545,79759080,259522560,185020416
525545,79759080,259522560,185020416
526545,79759080,259522560,185020416
527545,79759080,259522560,185020416
528545,79759080,259522560,185020416
529545,79759080,259522560,185020416
530545,79759080,259522560,185020416
531545,79759080,259522560,185020416
532545,79759080,259522560,185020416
533622,79759080,259522560,185020416
534625,79759080,259522560,185020416
535625,79759080,259522560,185020416
536625,79759080,259522560,185020416
537625,79759080,259522560,185020416
538625,79759080,259522560,185020416
539632,79759080,259522560,185020416
540632,79759080,259522560,185020416
541634,79759080,259522560,185020416
542641,79759080,259522560,185020416
543641,79759080,259522560,185020416
544641,79759080,259522560,185020416
545651,79759080,259522560,185020416
546651,79759080,259522560,185020416
547651,79759080,259522560,185020416
548651,79759080,259522560,185020416
549651,79759080,259522560,185020416
550651,79759080,259522560,185020416
551659,79759080,259522560,185020416
552659,79759080,259522560,185020416
553659,79759080,259522560,185020416
554659,79759080,259522560,185020416
555659,79759080,259522560,185020416
556659,79759080,259522560,185020416
557663,79759080,259522560,185020416
558663,79759080,259522560,185020416
559663,79759080,259522560,185020416
560663,79759080,259522560,185020416
561663,79716904,259522560,185020416
562671,79716904,259522560,185020416
563671,79716904,259522560,185020416
564671,79716904,259522560,185020416
565694,79716904,259522560,185020416
566695,79716904,259522560,185020416
567695,79716904,259522560,185020416
568710,79716904,259522560,185020416
569715,79716904,259522560,185020416
570721,79716904,259522560,185020416
571733,79716904,259522560,185020416
572733,79716904,259522560,185020416
573737,79716904,259522560,185020416
574737,79716904,259522560,185020416
575737,79716904,259522560,185020416
576737,79716904,259522560,185020416
577750,79716904,259522560,185020416
578750,78787192,259522560,185020416
579753,78787192,259522560,185020416
580764,78787192,259522560,185020416
581764,78787192,259522560,185020416
582766,78787192,259522560,185020416
583780,78787192,259522560,185020416
584780,78787192,259522560,185020416
585780,78787192,259522560,185020416
586793,78787192,259522560,185020416
587794,78787192,259522560,185020416
588794,78787192,259522560,185020416
589806,78787192,259522560,185020416
590813,78787192,259522560,185020416
591813,78787192,259522560,185020416
592823,78787192,259522560,185020416
593823,78787192,259522560,185020416
594823,78787192,259522560,185020416
595835,78787192,259522560,185020416
596836,78787192,259522560,185020416
597836,78787192,259522560,185020416
598848,78787192,259522560,185020416
599852,78787192,259522560,185020416
600861,78787192,259522560,185020416
601864,78787192,259522560,185020416
602869,78787192,259522560,185020416
603869,78787192,259522560,185020416
604880,78787192,259522560,185020416
605880,78787192,259522560,185020416
606880,78787192,259522560,185020416
607890,78787192,259522560,185020416
608891,78787192,259522560,185020416
609891,78787192,259522560,185020416
610925,78787192,259522560,185020416
611925,78787192,259522560,185020416
612930,78787192,259522560,185020416
613930,78787192,259522560,185020416
614930,78787192,259522560,185020416
615930,78787192,259522560,185020416
616932,78787192,259522560,185020416
617932,78787192,259522560,185020416
618936,78787192,259522560,185020416
619945,78787192,259522560,185020416
620945,78787192,259522560,185020416
621949,78787192,259522560,185020416
622958,78787192,259522560,185020416
623961,78787192,259522560,185020416
624961,78787192,259522560,185020416
625976,78787192,259522560,185020416
626976,78787192,259522560,185020416
627976,78787192,259522560,185020416
628997,78787192,259522560,185020416
629998,78787192,259522560,185020416
630999,78787192,259522560,185020416
632012,78787192,259522560,185020416
633012,78787192,259522560,185020416
634012,78787192,259522560,185020416
635025,78787192,259522560,185020416
636025,78787192,259522560,185020416
637025,78787192,259522560,185020416
638038,78787192,259522560,185020416
639038,78744928,259522560,185020416
640043,78744928,259522560,185020416
641062,78744928,259522560,185020416
642062,78744928,259522560,185020416
643062,78744928,259522560,185020416
644076,78744928,259522560,185020416
645081,78744928,259522560,185020416
646088,78744928,259522560,185020416
647094,78744928,259522560,185020416
648094,78744928,259522560,185020416
649094,78744928,259522560,185020416
650107,78744928,259522560,185020416
651107,78744928,259522560,185020416
652107,78744928,259522560,185020416
653121,78744928,259522560,185020416
654122,78744928,259522560,185020416
655126,78744928,259522560,185020416
656142,78744928,259522560,185020416
657142,78744928,259522560,185020416
658142,78744928,259522560,185020416
659154,78744928,259522560,185020416
660154,78744928,259522560,185020416
661154,78744928,259522560,185020416
662168,78744928,259522560,185020416
663168,78744928,259522560,185020416
664174,78744928,259522560,185020416
665186,78744928,259522560,185020416
666186,78744928,259522560,185020416
667186,78744928,259522560,185020416
668199,78744928,259522560,185020416
669199,78744928,259522560,185020416
670199,78744928,259522560,185020416
671213,78744928,259522560,185020416
672214,78744928,259522560,185020416
673214,78744928,259522560,185020416
674227,78744928,259522560,185020416
675227,78744928,259522560,185020416
676227,78744928,259522560,185020416
677254,78744928,259522560,185020416
678254,78744928,259522560,185020416
679254,78744928,259522560,185020416
680254,78744928,259522560,185020416
681254,78744928,259522560,185020416
682280,78744928,259522560,185020416
683447,78744928,259522560,185020416
684447,78744928,259522560,185020416
685447,78744928,259522560,185020416
686447,78744928,259522560,185020416
687447,78744928,259522560,185020416
688447,78744928,259522560,185020416
689447,78744928,259522560,185020416
690447,78744928,259522560,185020416
691447,78744928,259522560,185020416
692447,78744928,259522560,185020416
693447,78744928,259522560,185020416
694453,78744928,259522560,185020416
695453,78744928,259522560,185020416
696453,78744928,259522560,185020416
697453,78744928,259522560,185020416
698453,78744928,259522560,185020416
699460,78744928,259522560,185020416
700460,78744928,259522560,185020416
701460,78744928,259522560,185020416
702460,78744928,259522560,185020416
703460,78744928,259522560,185020416
704460,78744928,259522560,185020416
705465,78744928,259522560,185020416
706465,78744928,259522560,185020416
707465,78744928,259522560,185020416
708466,78744928,259522560,185020416
709466,78744928,259522560,185020416
710466,78744928,259522560,185020416
711466,78744928,259522560,185020416
712466,78744928,259522560,185020416
713467,78744928,259522560,185020416
714467,78744928,259522560,185020416
715467,78744928,259522560,185020416
716467,78744928,259522560,185020416
717467,78702752,259522560,185020416
718467,78702752,259522560,185020416
719467,78702752,259522560,185020416
720467,78702752,259522560,185020416
721467,78702752,259522560,185020416
722467,78702752,259522560,185020416
723467,78702752,259522560,185020416
724467,78702752,259522560,185020416
725476,78702752,259522560,185020416
726477,78702752,259522560,185020416
727477,78702752,259522560,185020416
728561,78702752,259522560,185020416
729561,78702752,259522560,185020416
730561,78702752,259522560,185020416
731561,78702752,259522560,185020416
732561,78702752,259522560,185020416
733561,78702752,259522560,185020416
734561,78702752,259522560,185020416
735561,78702752,259522560,185020416
736561,78702752,259522560,185020416
737561,78702752,259522560,185020416
738567,78702752,259522560,185020416
739574,78702752,259522560,185020416
740574,78702752,259522560,185020416
741574,78702752,259522560,185020416
742574,78702752,259522560,185020416
743595,78702752,259522560,185020416
744595,78702752,259522560,185020416
745595,78702752,259522560,185020416
746595,78702752,259522560,185020416
747595,78702752,259522560,185020416
748638,78702752,259522560,185020416
749806,78702752,259522560,185020416
750811,78702752,259522560,185020416
751811,78702752,259522560,185020416
752811,78702752,259522560,185020416
753811,78702752,259522560,185020416
754811,78702752,259522560,185020416
755811,78702752,259522560,185020416
756811,78702752,259522560,185020416
757811,78702752,259522560,185020416
758811,78702752,259522560,185020416
759811,78702752,259522560,185020416
760811,78702752,259522560,185020416
761811,78702752,259522560,185020416
762811,78702752,259522560,185020416
763811,78702752,259522560,185020416
764811,78702752,259522560,185020416
765811,78702752,259522560,185020416
766811,78702752,259522560,185020416
767811,78702752,259522560,185020416
768811,78702752,259522560,185020416
769811,78702752,259522560,185020416
770914,78702752,259522560,185020416
771920,78702752,259522560,185020416
772920,78702752,259522560,185020416
773920,78702752,259522560,185020416
774920,78702752,259522560,185020416
775920,78702752,259522560,185020416
776920,78702752,259522560,185020416
777920,78702752,259522560,185020416
778920,78702752,259522560,185020416
779920,78702752,259522560,185020416
780920,78702752,259522560,185020416
781920,78702752,259522560,185020416
782920,78702752,259522560,185020416
783920,78702752,259522560,185020416
784920,78702752,259522560,185020416
785920,78702752,259522560,185020416
786920,78702752,259522560,185020416
787920,78702752,259522560,185020416
788920,78702752,259522560,185020416
789920,78702752,259522560,185020416
790920,78702752,259522560,185020416
791920,78702752,259522560,185020416
792920,78702752,259522560,185020416
793920,78702752,259522560,185020416
794945,78660488,259522560,185020416
795945,78660488,259522560,185020416
796945,78660488,259522560,185020416
797945,78660488,259522560,185020416
798945,78660488,259522560,185020416
799950,78660488,259522560,185020416
800950,78660488,259522560,185020416
801950,78660488,259522560,185020416
802951,78660488,259522560,185020416
803951,78660488,259522560,185020416
804951,78660488,259522560,185020416
805951,78660488,259522560,185020416
806951,78660488,259522560,185020416
808660,78660488,259522560,185020416
809660,78660488,259522560,185020416
810660,78660488,259522560,185020416
811660,78660488,259522560,185020416
812660,78660488,259522560,185020416
813810,78660488,259522560,185020416
814985,78660488,259522560,185020416
816073,78660488,259522560,185020416
817073,78660488,259522560,185020416
818074,78660488,259522560,185020416
819075,78660488,259522560,185020416
820075,78660488,259522560,185020416
821075,78660488,259522560,185020416
822075,78660488,259522560,185020416
823075,78660488,259522560,185020416
824075,78660488,259522560,185020416
825075,78660488,259522560,185020416
826075,78660488,259522560,185020416
827075,78660488,259522560,185020416
828075,78660488,259522560,185020416
829075,78660488,259522560,185020416
830075,78660488,259522560,185020416
831075,78660488,259522560,185020416
832075,78660488,259522560,185020416
833075,78660488,259522560,185020416
834075,78660488,259522560,185020416
835079,78660488,259522560,185020416
836079,78660488,259522560,185020416
837079,78660488,259522560,185020416
838079,78660488,259522560,185020416
839079,78660488,259522560,185020416
840079,78660488,259522560,185020416
841079,78660488,259522560,185020416
842079,78660488,259522560,185020416
843079,78660488,259522560,185020416
844082,78660488,259522560,185020416
845082,78660488,259522560,185020416
846082,78660488,259522560,185020416
847082,78660488,259522560,185020416
848082,78660488,259522560,185020416
849089,78660488,259522560,185020416
850089,78660488,259522560,185020416
851089,78660488,259522560,185020416
852100,78660488,259522560,185020416
853101,78660488,259522560,185020416
854101,78660488,259522560,185020416
855111,78660488,259522560,185020416
856111,78660488,259522560,185020416
857111,78660488,259522560,185020416
858122,78660488,259522560,185020416
859123,78660488,259522560,185020416
860123,78660488,259522560,185020416
861142,78660488,259522560,185020416
862143,78660488,259522560,185020416
863143,78660488,259522560,185020416
864147,78660488,259522560,185020416
865147,78660488,259522560,185020416
866154,78660488,259522560,185020416
867189,78660488,259522560,185020416
868189,78660488,259522560,185020416
869196,78660488,259522560,185020416
870196,78660488,259522560,185020416
871196,78660488,259522560,185020416
872196,78660488,259522560,185020416
873201,78660488,259522560,185020416
874204,78618312,259522560,185020416
875204,78618312,259522560,185020416
876229,78618312,259522560,185020416
877229,78618312,259522560,185020416
878229,78618312,259522560,185020416
879230,78618312,259522560,185020416
880231,78618312,259522560,185020416
881319,78618312,259522560,185020416
882478,78618312,259522560,185020416
883484,78618312,259522560,185020416
884484,78618312,259522560,185020416
885484,78618312,259522560,185020416
886484,78618312,259522560,185020416
887484,78618312,259522560,185020416
888490,78618312,259522560,185020416
889490,78618312,259522560,185020416
890490,78618312,259522560,185020416
891490,78618312,259522560,185020416
892490,78618312,259522560,185020416
893630,78618312,259522560,185020416
894630,78618312,259522560,185020416
895636,78618312,259522560,185020416
896639,78618312,259522560,185020416
897639,78618312,259522560,185020416
898639,78618312,259522560,185020416
899639,78618312,259522560,185020416
900639,78618312,259522560,185020416
901639,78618312,259522560,185020416
902639,78618312,259522560,185020416
903639,78618312,259522560,185020416
904639,78618312,259522560,185020416
905639,78618312,259522560,185020416
906639,78618312,259522560,185020416
907639,78618312,259522560,185020416
908639,78618312,259522560,185020416
909639,78618312,259522560,185020416
910640,78618312,259522560,185020416
911640,78618312,259522560,185020416
912640,78618312,259522560,185020416
913640,78618312,259522560,185020416
914640,78618312,259522560,185020416
915640,78618312,259522560,185020416
916640,78618312,259522560,185020416
917646,78618312,259522560,185020416
918646,78618312,259522560,185020416
919646,78618312,259522560,185020416
920646,78618312,259522560,185020416
921646,78618312,259522560,185020416
922646,78618312,259522560,185020416
923646,78618312,259522560,185020416
924646,78618312,259522560,185020416
925646,78618312,259522560,185020416
926646,78618312,259522560,185020416
927646,78618312,259522560,185020416
928646,78618312,259522560,185020416
929646,78618312,259522560,185020416
930646,78618312,259522560,185020416
931646,78618312,259522560,185020416
932646,78618312,259522560,185020416
933646,78618312,259522560,185020416
934646,78618312,259522560,185020416
935646,78618312,259522560,185020416
936646,78618312,259522560,185020416
937655,78618312,259522560,185020416
