time ms,free,max,total
1266387,77480672,259522560,185020416
1267387,77480672,259522560,185020416
1268387,77480672,259522560,185020416
1269387,77480672,259522560,185020416
1270387,77480672,259522560,185020416
1271387,77480672,259522560,185020416
1272387,77480672,259522560,185020416
1273387,77480672,259522560,185020416
1274387,77480672,259522560,185020416
1275387,77480672,259522560,185020416
1276387,77480672,259522560,185020416
1277392,77480672,259522560,185020416
1278392,77480672,259522560,185020416
1279392,77480672,259522560,185020416
1280392,77480672,259522560,185020416
1281392,77480672,259522560,185020416
1282392,77480672,259522560,185020416
1283392,77480672,259522560,185020416
1284392,77480672,259522560,185020416
1285392,77480672,259522560,185020416
1286392,77480672,259522560,185020416
1287392,77480672,259522560,185020416
1288392,77480672,259522560,185020416
1289392,77480672,259522560,185020416
1290392,77480672,259522560,185020416
1291392,77480672,259522560,185020416
1292392,77480672,259522560,185020416
1293392,77480672,259522560,185020416
1294392,77480672,259522560,185020416
1295392,77480672,259522560,185020416
1296392,77480672,259522560,185020416
1297392,77480672,259522560,185020416
1298392,77480672,259522560,185020416
1299392,77480672,259522560,185020416
1300392,77480672,259522560,185020416
1301392,77480672,259522560,185020416
1302392,77480672,259522560,185020416
1303392,77480672,259522560,185020416
1304392,77480672,259522560,185020416
1305392,77480672,259522560,185020416
1306392,77480672,259522560,185020416
1307392,77480672,259522560,185020416
1308392,77480672,259522560,185020416
1309392,77480672,259522560,185020416
1310392,77480672,259522560,185020416
1311392,77480672,259522560,185020416
1312392,77480672,259522560,185020416
1313392,77480672,259522560,185020416
1314392,77480672,259522560,185020416
1315392,77480672,259522560,185020416
1316392,77480672,259522560,185020416
1317392,77480672,259522560,185020416
1318392,77480672,259522560,185020416
1319392,77480672,259522560,185020416
1320392,77480672,259522560,185020416
1321392,77480672,259522560,185020416
1322392,77480672,259522560,185020416
1323392,77480672,259522560,185020416
1324392,77480672,259522560,185020416
1325392,77480672,259522560,185020416
1326392,77480672,259522560,185020416
1327392,77480672,259522560,185020416
1328392,77480672,259522560,185020416
1329392,77480672,259522560,185020416
1330392,77480672,259522560,185020416
1331392,77480672,259522560,185020416
1332392,77480672,259522560,185020416
1333392,77480672,259522560,185020416
1334392,77480672,259522560,185020416
1335392,77480672,259522560,185020416
1336392,77480672,259522560,185020416
1337392,77480672,259522560,185020416
1338392,77480672,259522560,185020416
1339392,77480672,259522560,185020416
1340392,77480672,259522560,185020416
1341392,77438496,259522560,185020416
1342392,77438496,259522560,185020416
1343392,77438496,259522560,185020416
1344392,77438496,259522560,185020416
1345392,77438496,259522560,185020416
1346392,77438496,259522560,185020416
1347392,77438496,259522560,185020416
1348392,77438496,259522560,185020416
1349392,77438496,259522560,185020416
1350392,77438496,259522560,185020416
1351399,77438496,259522560,185020416
1352403,77438496,259522560,185020416
1353410,77438496,259522560,185020416
1354410,77438496,259522560,185020416
1355410,77438496,259522560,185020416
1356410,77438496,259522560,185020416
1357410,77438496,259522560,185020416
1358410,77438496,259522560,185020416
1359410,77438496,259522560,185020416
1360410,77438496,259522560,185020416
1361410,77438496,259522560,185020416
1362410,77438496,259522560,185020416
1363410,77438496,259522560,185020416
1364410,77438496,259522560,185020416
1365410,77438496,259522560,185020416
1366410,77438496,259522560,185020416
1367410,77438496,259522560,185020416
1368410,77438496,259522560,185020416
1369410,77438496,259522560,185020416
1370410,77438496,259522560,185020416
1371410,77438496,259522560,185020416
1372410,77438496,259522560,185020416
1373410,77438496,259522560,185020416
1374410,77438496,259522560,185020416
1375410,77438496,259522560,185020416
1376410,77438496,259522560,185020416
1377410,77438496,259522560,185020416
1378410,77438496,259522560,185020416
1379415,77438496,259522560,185020416
1380415,77438496,259522560,185020416
1381415,77438496,259522560,185020416
1382415,77438496,259522560,185020416
1383431,77438496,259522560,185020416
1384431,77438496,259522560,185020416
1385431,77438496,259522560,185020416
1386431,77438496,259522560,185020416
1387431,77438496,259522560,185020416
1388431,77438496,259522560,185020416
1389431,77438496,259522560,185020416
1390431,77438496,259522560,185020416
1391431,77438496,259522560,185020416
1392431,77438496,259522560,185020416
1393431,77438496,259522560,185020416
1394431,77438496,259522560,185020416
1395431,77438496,259522560,185020416
1396431,77438496,259522560,185020416
1397431,77438496,259522560,185020416
1398431,77438496,259522560,185020416
1399431,77438496,259522560,185020416
1400431,77438496,259522560,185020416
1401433,77438496,259522560,185020416
1402465,77438496,259522560,185020416
1403465,77438496,259522560,185020416
1404465,77438496,259522560,185020416
1405465,77438496,259522560,185020416
1406465,77438496,259522560,185020416
1407465,77438496,259522560,185020416
1408465,77438496,259522560,185020416
1410010,77438496,259522560,185020416
1411041,77438496,259522560,185020416
1412047,77438496,259522560,185020416
1413047,77438496,259522560,185020416
1414052,77438496,259522560,185020416
1415059,77438496,259522560,185020416
1416059,77438496,259522560,185020416
1417059,77438496,259522560,185020416
1418061,77438496,259522560,185020416
1419061,77396232,259522560,185020416
1420061,77396232,259522560,185020416
1421061,77396232,259522560,185020416
1422061,77396232,259522560,185020416
1423061,77396232,259522560,185020416
1424061,77396232,259522560,185020416
1425061,77396232,259522560,185020416
1426061,77396232,259522560,185020416
1427061,77396232,259522560,185020416
1428061,77396232,259522560,185020416
1429065,77396232,259522560,185020416
1430065,77396232,259522560,185020416
1431065,77396232,259522560,185020416
1432066,77396232,259522560,185020416
1433066,77396232,259522560,185020416
1434066,77396232,259522560,185020416
1435066,77396232,259522560,185020416
1436066,77396232,259522560,185020416
1437070,77396232,259522560,185020416
1438070,77396232,259522560,185020416
1439070,77396232,259522560,185020416
1440070,77396232,259522560,185020416
1441070,77396232,259522560,185020416
1442070,77396232,259522560,185020416
1443070,77396232,259522560,185020416
1444070,77396232,259522560,185020416
1445070,77396232,259522560,185020416
1446070,77396232,259522560,185020416
1447070,77396232,259522560,185020416
1448070,77396232,259522560,185020416
1449070,77396232,259522560,185020416
1450070,77396232,259522560,185020416
1451070,77396232,259522560,185020416
1452071,77396232,259522560,185020416
1453071,77396232,259522560,185020416
1454071,77396232,259522560,185020416
1455076,77396232,259522560,185020416
1456076,77396232,259522560,185020416
1457081,77396232,259522560,185020416
1458102,77396232,259522560,185020416
1459110,77396232,259522560,185020416
1460116,77396232,259522560,185020416
1461116,77396232,259522560,185020416
1462116,77396232,259522560,185020416
1463120,77396232,259522560,185020416
1464155,77396232,259522560,185020416
1465155,77396232,259522560,185020416
1466155,77396232,259522560,185020416
1467166,77396232,259522560,185020416
1468166,77396232,259522560,185020416
1469173,77396232,259522560,185020416
1470178,77396232,259522560,185020416
1471182,77396232,259522560,185020416
1472182,77396232,259522560,185020416
1473188,77396232,259522560,185020416
1474188,77396232,259522560,185020416
1475188,77396232,259522560,185020416
1476230,77396232,259522560,185020416
1477233,77396232,259522560,185020416
1478238,77396232,259522560,185020416
1479245,77396232,259522560,185020416
1480248,77396232,259522560,185020416
1481259,77396232,259522560,185020416
1482260,77396232,259522560,185020416
1483260,77396232,259522560,185020416
1484261,77396232,259522560,185020416
1485274,77396232,259522560,185020416
1486274,77396232,259522560,185020416
1487274,77396232,259522560,185020416
1488285,77396232,259522560,185020416
1489285,77396232,259522560,185020416
1490285,77396232,259522560,185020416
1491296,77396232,259522560,185020416
1492297,77396232,259522560,185020416
1493297,77396232,259522560,185020416
1494306,77396232,259522560,185020416
1495306,77396232,259522560,185020416
1496306,77396232,259522560,185020416
1497319,77354056,259522560,185020416
1498323,77354056,259522560,185020416
1499324,77354056,259522560,185020416
1500331,77354056,259522560,185020416
1501331,77354056,259522560,185020416
1502333,77354056,259522560,185020416
1503357,77354056,259522560,185020416
1504366,77354056,259522560,185020416
1505366,77354056,259522560,185020416
1506376,77354056,259522560,185020416
1507376,77354056,259522560,185020416
1508379,77354056,259522560,185020416
1509385,77354056,259522560,185020416
1510385,77354056,259522560,185020416
1511385,77354056,259522560,185020416
1512399,77354056,259522560,185020416
1513399,77354056,259522560,185020416
1514399,77354056,259522560,185020416
1515408,77354056,259522560,185020416
1516416,77354056,259522560,185020416
1517416,77354056,259522560,185020416
1518418,77354056,259522560,185020416
1519418,77354056,259522560,185020416
1520418,77354056,259522560,185020416
1521426,77354056,259522560,185020416
1522428,77354056,259522560,185020416
1523428,77354056,259522560,185020416
1524437,77354056,259522560,185020416
1525441,77354056,259522560,185020416
1526441,77354056,259522560,185020416
1527456,77354056,259522560,185020416
1528456,77354056,259522560,185020416
1529462,77354056,259522560,185020416
1530472,77354056,259522560,185020416
1531472,77354056,259522560,185020416
1532472,77354056,259522560,185020416
1533488,77354056,259522560,185020416
1534488,77354056,259522560,185020416
1535488,77354056,259522560,185020416
1536499,77354056,259522560,185020416
1537502,77354056,259522560,185020416
1538502,77354056,259522560,185020416
1539528,77354056,259522560,185020416
1540528,77354056,259522560,185020416
1541528,77354056,259522560,185020416
1542576,77354056,259522560,185020416
1543744,77354056,259522560,185020416
1544926,77354056,259522560,185020416
1546088,77354056,259522560,185020416
1547088,77354056,259522560,185020416
1548095,77354056,259522560,185020416
1549095,77354056,259522560,185020416
1550095,77354056,259522560,185020416
1551095,77354056,259522560,185020416
1552095,77354056,259522560,185020416
1553095,77354056,259522560,185020416
1554095,77354056,259522560,185020416
1555095,77354056,259522560,185020416
1556095,77354056,259522560,185020416
1557095,77354056,259522560,185020416
1558095,77354056,259522560,185020416
1559101,77354056,259522560,185020416
1560102,77354056,259522560,185020416
1561102,77354056,259522560,185020416
1562102,77354056,259522560,185020416
1563102,77354056,259522560,185020416
1564107,77354056,259522560,185020416
1565107,77354056,259522560,185020416
1566107,77354056,259522560,185020416
1567113,77354056,259522560,185020416
1568113,77354056,259522560,185020416
1569113,77354056,259522560,185020416
1570132,77354056,259522560,185020416
1571132,77354056,259522560,185020416
1572133,77354056,259522560,185020416
1573133,77354056,259522560,185020416
1574133,77354056,259522560,185020416
1575135,77311880,259522560,185020416
1576135,77311880,259522560,185020416
1577135,77311880,259522560,185020416
1578135,77311880,259522560,185020416
1579135,77311880,259522560,185020416
1580135,77311880,259522560,185020416
1581135,77311880,259522560,185020416
1582135,77311880,259522560,185020416
1583135,77311880,259522560,185020416
1584135,77311880,259522560,185020416
1585143,77311880,259522560,185020416
1586143,77311880,259522560,185020416
1587149,77311880,259522560,185020416
1588149,77311880,259522560,185020416
1589149,77311880,259522560,185020416
1590149,77311880,259522560,185020416
1591149,77311880,259522560,185020416
1592149,77311880,259522560,185020416
1593149,77311880,259522560,185020416
1594149,77311880,259522560,185020416
1595151,77311880,259522560,185020416
1596157,77311880,259522560,185020416
1597164,77311880,259522560,185020416
1598164,77311880,259522560,185020416
1599169,77311880,259522560,185020416
1600169,77311880,259522560,185020416
1601169,77311880,259522560,185020416
1602169,77311880,259522560,185020416
1603171,77311880,259522560,185020416
1604171,77311880,259522560,185020416
1605171,77311880,259522560,185020416
1606171,77311880,259522560,185020416
1607171,77311880,259522560,185020416
1608171,77311880,259522560,185020416
1609236,77311880,259522560,185020416
1610368,77311880,259522560,185020416
1611410,77311880,259522560,185020416
1612412,77311880,259522560,185020416
1613412,77311880,259522560,185020416
1614412,77311880,259522560,185020416
1615412,77311880,259522560,185020416
1616412,77311880,259522560,185020416
1617412,77311880,259522560,185020416
1618412,77311880,259522560,185020416
1619412,77311880,259522560,185020416
1620414,77311880,259522560,185020416
1621421,77311880,259522560,185020416
1622421,77311880,259522560,185020416
1623787,76385384,259522560,185020416
1624788,76385384,259522560,185020416
1629102,76385384,259522560,185020416
1630102,76385384,259522560,185020416
1631105,76385384,259522560,185020416
1632106,76385384,259522560,185020416
1633106,76385384,259522560,185020416
1634106,76385384,259522560,185020416
1635106,76385384,259522560,185020416
1636106,76385384,259522560,185020416
1637111,76385384,259522560,185020416
1638111,76385384,259522560,185020416
1639111,76385384,259522560,185020416
1640111,76385384,259522560,185020416
1641113,76385384,259522560,185020416
1642114,76385384,259522560,185020416
1643117,76385384,259522560,185020416
1644117,76385384,259522560,185020416
1645117,76385384,259522560,185020416
1646117,76385384,259522560,185020416
1647117,76385384,259522560,185020416
1648117,76385384,259522560,185020416
1649117,76385384,259522560,185020416
1650122,76385384,259522560,185020416
1651122,76385384,259522560,185020416
1652122,76385384,259522560,185020416
1653122,76385384,259522560,185020416
1654122,76385384,259522560,185020416
1655122,76385384,259522560,185020416
1656126,76385384,259522560,185020416
1657127,76343208,259522560,185020416
1658128,76343208,259522560,185020416
1659128,76343208,259522560,185020416
1660131,76343208,259522560,185020416
1661131,76343208,259522560,185020416
1662131,76343208,259522560,185020416
1663139,76343208,259522560,185020416
1664145,76343208,259522560,185020416
1665145,76343208,259522560,185020416
1666145,76343208,259522560,185020416
1667145,76343208,259522560,185020416
1668145,76343208,259522560,185020416
1669145,76343208,259522560,185020416
1670149,76343208,259522560,185020416
1671149,76343208,259522560,185020416
1672149,76343208,259522560,185020416
1673271,76343208,259522560,185020416
1674438,76343208,259522560,185020416
1675604,76343208,259522560,185020416
1676778,76343208,259522560,185020416
1677944,76343208,259522560,185020416
1678947,76343208,259522560,185020416
1679947,76343208,259522560,185020416
1680947,76343208,259522560,185020416
1681947,76343208,259522560,185020416
1682947,76343208,259522560,185020416
1683947,76343208,259522560,185020416
1684947,76343208,259522560,185020416
1685947,76343208,259522560,185020416
1686952,76343208,259522560,185020416
1687952,76343208,259522560,185020416
1689001,76343208,259522560,185020416
1690001,76343208,259522560,185020416
1691001,76343208,259522560,185020416
1692004,76343208,259522560,185020416
1693004,76343208,259522560,185020416
1694004,76343208,259522560,185020416
1695004,76343208,259522560,185020416
1696004,76343208,259522560,185020416
1697004,76343208,259522560,185020416
1698004,76343208,259522560,185020416
1699009,76343208,259522560,185020416
1700009,76343208,259522560,185020416
1701009,76343208,259522560,185020416
1702009,76343208,259522560,185020416
1703009,76343208,259522560,185020416
1704009,76343208,259522560,185020416
1705013,76343208,259522560,185020416
1706015,76343208,259522560,185020416
1707015,76343208,259522560,185020416
1708015,76343208,259522560,185020416
1709015,76343208,259522560,185020416
1710015,76343208,259522560,185020416
1711015,76343208,259522560,185020416
1712020,76343208,259522560,185020416
1713020,76343208,259522560,185020416
1714025,76343208,259522560,185020416
1715025,76343208,259522560,185020416
1716025,76343208,259522560,185020416
1717025,76343208,259522560,185020416
1718025,76343208,259522560,185020416
1719025,76343208,259522560,185020416
1720025,76343208,259522560,185020416
1721025,76343208,259522560,185020416
1722025,76343208,259522560,185020416
1723025,76343208,259522560,185020416
1724036,76343208,259522560,185020416
1725036,76343208,259522560,185020416
1726036,76343208,259522560,185020416
1727036,76343208,259522560,185020416
1728040,76343208,259522560,185020416
1729040,76343208,259522560,185020416
1730040,76343208,259522560,185020416
1731040,76343208,259522560,185020416
1732040,76343208,259522560,185020416
1733040,76343208,259522560,185020416
1734045,76343208,259522560,185020416
1735045,76301032,259522560,185020416
1736045,76301032,259522560,185020416
1737045,76301032,259522560,185020416
1738045,76301032,259522560,185020416
1739045,76301032,259522560,185020416
1740045,76301032,259522560,185020416
1741045,76301032,259522560,185020416
1742046,76301032,259522560,185020416
1743102,76301032,259522560,185020416
1744181,76301032,259522560,185020416
1745181,76301032,259522560,185020416
1746181,76301032,259522560,185020416
1747181,76301032,259522560,185020416
1748181,76301032,259522560,185020416
1749181,76301032,259522560,185020416
1750181,76301032,259522560,185020416
1751181,76301032,259522560,185020416
1752183,76301032,259522560,185020416
1753186,76301032,259522560,185020416
1754186,76301032,259522560,185020416
1755186,76301032,259522560,185020416
1756186,76301032,259522560,185020416
1757186,76301032,259522560,185020416
1758186,76301032,259522560,185020416
1759186,76301032,259522560,185020416
1760186,76301032,259522560,185020416
1761186,76301032,259522560,185020416
1762186,76301032,259522560,185020416
1763186,76301032,259522560,185020416
1764186,76301032,259522560,185020416
1765186,76301032,259522560,185020416
1766186,76301032,259522560,185020416
1767186,76301032,259522560,185020416
1768192,76301032,259522560,185020416
1769196,76301032,259522560,185020416
1770196,76301032,259522560,185020416
1771196,76301032,259522560,185020416
1772196,76301032,259522560,185020416
1773196,76301032,259522560,185020416
1774196,76301032,259522560,185020416
1775196,76301032,259522560,185020416
1776196,76301032,259522560,185020416
1777196,76301032,259522560,185020416
1778196,76301032,259522560,185020416
1779196,76301032,259522560,185020416
1780196,76301032,259522560,185020416
1781302,76301032,259522560,185020416
1782302,76301032,259522560,185020416
1783302,76301032,259522560,185020416
1784302,76301032,259522560,185020416
1785302,76301032,259522560,185020416
1786302,76301032,259522560,185020416
1787302,76301032,259522560,185020416
1788302,76301032,259522560,185020416
1789309,76301032,259522560,185020416
1790314,76301032,259522560,185020416
1791314,76301032,259522560,185020416
1792314,76301032,259522560,185020416
1793314,76301032,259522560,185020416
1794314,76301032,259522560,185020416
1795319,76301032,259522560,185020416
1796319,76301032,259522560,185020416
1797320,76301032,259522560,185020416
1798320,76301032,259522560,185020416
1799322,76301032,259522560,185020416
1800322,76301032,259522560,185020416
1801322,76301032,259522560,185020416
1802322,76301032,259522560,185020416
1803322,76301032,259522560,185020416
1804322,76301032,259522560,185020416
1805322,76301032,259522560,185020416
1806322,76301032,259522560,185020416
1807322,76301032,259522560,185020416
1808322,76301032,259522560,185020416
1809445,76301032,259522560,185020416
1810615,76301032,259522560,185020416
1811615,76301032,259522560,185020416
1812615,76258856,259522560,185020416
1813615,76258856,259522560,185020416
1814615,76258856,259522560,185020416
1815615,76258856,259522560,185020416
1816615,76258856,259522560,185020416
1817615,76258856,259522560,185020416
1818615,76258856,259522560,185020416
1819615,76258856,259522560,185020416
1820615,76258856,259522560,185020416
1821615,76258856,259522560,185020416
1822615,76258856,259522560,185020416
1823615,76258856,259522560,185020416
1824615,76258856,259522560,185020416
1825615,76258856,259522560,185020416
1826615,76258856,259522560,185020416
1827615,76258856,259522560,185020416
1828615,76258856,259522560,185020416
1829622,76258856,259522560,185020416
1830629,76258856,259522560,185020416
1831629,76258856,259522560,185020416
1832633,76258856,259522560,185020416
1833633,76258856,259522560,185020416
1834633,76258856,259522560,185020416
1835636,76258856,259522560,185020416
1836636,76258856,259522560,185020416
1837636,76258856,259522560,185020416
1838636,76258856,259522560,185020416
1839636,76258856,259522560,185020416
1840636,76258856,259522560,185020416
1841636,76258856,259522560,185020416
1842636,76258856,259522560,185020416
1843636,76258856,259522560,185020416
1844636,76258856,259522560,185020416
1845636,76258856,259522560,185020416
1846641,76258856,259522560,185020416
1847641,76258856,259522560,185020416
1848666,76258856,259522560,185020416
1849666,76258856,259522560,185020416
1850666,76258856,259522560,185020416
1851666,76258856,259522560,185020416
1852666,76258856,259522560,185020416
1853666,76258856,259522560,185020416
1854666,76258856,259522560,185020416
1855666,76258856,259522560,185020416
1856666,76258856,259522560,185020416
1857680,76258856,259522560,185020416
1858680,76258856,259522560,185020416
1859683,76258856,259522560,185020416
1860701,76258856,259522560,185020416
1861701,76258856,259522560,185020416
1862706,76258856,259522560,185020416
1863708,76258856,259522560,185020416
1864708,76258856,259522560,185020416
1865708,76258856,259522560,185020416
1866708,76258856,259522560,185020416
1867708,76258856,259522560,185020416
1868713,76258856,259522560,185020416
1869716,76258856,259522560,185020416
1870716,76258856,259522560,185020416
1871716,76258856,259522560,185020416
1872716,76258856,259522560,185020416
1873716,76258856,259522560,185020416
1874716,76258856,259522560,185020416
1875773,76258856,259522560,185020416
1876964,76258856,259522560,185020416
1877964,76258856,259522560,185020416
1878964,76258856,259522560,185020416
1879964,76258856,259522560,185020416
1880964,76258856,259522560,185020416
1881964,76258856,259522560,185020416
1882964,76258856,259522560,185020416
1883964,76258856,259522560,185020416
1884964,76258856,259522560,185020416
1885964,76258856,259522560,185020416
1886964,76258856,259522560,185020416
1887964,76258856,259522560,185020416
1888964,76258856,259522560,185020416
1889964,76258856,259522560,185020416
1890964,76216680,259522560,185020416
1891964,76216680,259522560,185020416
1892964,76216680,259522560,185020416
1893964,76216680,259522560,185020416
1894964,76216680,259522560,185020416
1895966,76216680,259522560,185020416
1896966,76216680,259522560,185020416
1897966,76216680,259522560,185020416
1898966,76216680,259522560,185020416
1899967,76216680,259522560,185020416
1900967,76216680,259522560,185020416
1901979,76216680,259522560,185020416
1902984,76216680,259522560,185020416
1903984,76216680,259522560,185020416
1904984,76216680,259522560,185020416
1905984,76216680,259522560,185020416
1906984,76216680,259522560,185020416
1907984,76216680,259522560,185020416
1908984,76216680,259522560,185020416
1909990,76216680,259522560,185020416
1910990,76216680,259522560,185020416
1911990,76216680,259522560,185020416
1912990,76216680,259522560,185020416
1913990,76216680,259522560,185020416
1914990,76216680,259522560,185020416
1915995,76216680,259522560,185020416
1916995,76216680,259522560,185020416
1917996,76216680,259522560,185020416
1919001,76216680,259522560,185020416
1920002,76216680,259522560,185020416
1921002,76216680,259522560,185020416
1922002,76216680,259522560,185020416
1923019,76216680,259522560,185020416
1924019,76216680,259522560,185020416
1925064,76216680,259522560,185020416
1926064,76216680,259522560,185020416
1927064,76216680,259522560,185020416
1928064,76216680,259522560,185020416
1929064,76216680,259522560,185020416
1930066,76216680,259522560,185020416
1931066,76216680,259522560,185020416
1932066,76216680,259522560,185020416
1933066,76216680,259522560,185020416
1934066,76216680,259522560,185020416
1935066,76216680,259522560,185020416
1936066,76216680,259522560,185020416
1937066,76216680,259522560,185020416
1938068,76216680,259522560,185020416
1939068,76216680,259522560,185020416
1940068,76216680,259522560,185020416
1941068,76216680,259522560,185020416
1942133,76216680,259522560,185020416
1943302,76216680,259522560,185020416
1944307,76216680,259522560,185020416
1945307,76216680,259522560,185020416
1946307,76216680,259522560,185020416
1947307,76216680,259522560,185020416
1948307,76216680,259522560,185020416
1949307,76216680,259522560,185020416
1950314,76216680,259522560,185020416
1951314,76216680,259522560,185020416
1952314,76216680,259522560,185020416
1953314,76216680,259522560,185020416
1954314,76216680,259522560,185020416
1955314,76216680,259522560,185020416
1956314,76216680,259522560,185020416
1957314,76216680,259522560,185020416
1958314,76216680,259522560,185020416
1959314,76216680,259522560,185020416
1960387,76216680,259522560,185020416
1961387,76216680,259522560,185020416
1962387,76216680,259522560,185020416
1963394,76216680,259522560,185020416
1964397,76216680,259522560,185020416
1965445,76216680,259522560,185020416
1966445,76216680,259522560,185020416
1967445,76216680,259522560,185020416
1968445,76174504,259522560,185020416
1969445,76174504,259522560,185020416
1970445,76174504,259522560,185020416
1971445,76174504,259522560,185020416
1972445,76174504,259522560,185020416
1973607,76174504,259522560,185020416
1974607,76174504,259522560,185020416
1975607,76174504,259522560,185020416
1976612,76174504,259522560,185020416
1977613,76174504,259522560,185020416
1978613,76174504,259522560,185020416
1979613,76174504,259522560,185020416
1980613,76174504,259522560,185020416
1981613,76174504,259522560,185020416
1982613,76174504,259522560,185020416
1983618,76174504,259522560,185020416
1984618,76174504,259522560,185020416
1985618,76174504,259522560,185020416
1986637,76174504,259522560,185020416
1987647,76174504,259522560,185020416
1988647,76174504,259522560,185020416
1989647,76174504,259522560,185020416
1990647,76174504,259522560,185020416
1991651,76174504,259522560,185020416
1992651,76174504,259522560,185020416
1993651,76174504,259522560,185020416
1994652,76174504,259522560,185020416
1995652,76174504,259522560,185020416
1996658,76174504,259522560,185020416
1997669,76174504,259522560,185020416
1998669,76174504,259522560,185020416
1999669,76174504,259522560,185020416
2000682,76174504,259522560,185020416
2001715,76174504,259522560,185020416
2002715,76174504,259522560,185020416
2003715,76174504,259522560,185020416
2004715,76174504,259522560,185020416
2005721,76174504,259522560,185020416
2006721,76174504,259522560,185020416
2007721,76174504,259522560,185020416
2008730,76174504,259522560,185020416
2009747,76174504,259522560,185020416
2011375,76174504,259522560,185020416
2012459,76174504,259522560,185020416
2013459,76174504,259522560,185020416
2014470,76174504,259522560,185020416
2015470,76174504,259522560,185020416
2016470,76174504,259522560,185020416
2017470,76174504,259522560,185020416
2018470,76174504,259522560,185020416
2019471,76174504,259522560,185020416
2020472,76174504,259522560,185020416
2021472,76174504,259522560,185020416
2022472,76174504,259522560,185020416
2023472,76174504,259522560,185020416
2024472,76174504,259522560,185020416
2025472,76174504,259522560,185020416
2026472,76174504,259522560,185020416
2027472,76174504,259522560,185020416
2028472,76174504,259522560,185020416
2029472,76174504,259522560,185020416
2030472,76174504,259522560,185020416
2031472,76174504,259522560,185020416
2032472,76174504,259522560,185020416
2033499,76174504,259522560,185020416
2034499,76174504,259522560,185020416
2035499,76174504,259522560,185020416
2036499,76174504,259522560,185020416
2037499,76174504,259522560,185020416
2038499,76174504,259522560,185020416
2039499,76174504,259522560,185020416
2040499,76174504,259522560,185020416
2041499,76174504,259522560,185020416
2042505,76174504,259522560,185020416
2043505,76174504,259522560,185020416
2044505,76174504,259522560,185020416
2045505,76174504,259522560,185020416
2046505,76174504,259522560,185020416
2047505,76132328,259522560,185020416
2048505,76132328,259522560,185020416
2049505,76132328,259522560,185020416
2050506,76132328,259522560,185020416
2051506,76132328,259522560,185020416
2052506,76132328,259522560,185020416
2053506,76132328,259522560,185020416
2054506,76132328,259522560,185020416
2055506,76132328,259522560,185020416
2056506,76132328,259522560,185020416
2057506,76132328,259522560,185020416
2058506,76132328,259522560,185020416
2059506,76132328,259522560,185020416
2060506,76132328,259522560,185020416
2061506,76132328,259522560,185020416
2062506,76132328,259522560,185020416
2063506,76132328,259522560,185020416
2064506,76132328,259522560,185020416
2065506,76132328,259522560,185020416
2066506,76132328,259522560,185020416
2067506,76132328,259522560,185020416
2068523,76132328,259522560,185020416
2069524,76132328,259522560,185020416
2070524,76132328,259522560,185020416
2071524,76132328,259522560,185020416
2072547,76132328,259522560,185020416
2073706,76132328,259522560,185020416
2074869,76132328,259522560,185020416
2076036,76132328,259522560,185020416
2077036,76132328,259522560,185020416
2078036,76132328,259522560,185020416
2079039,76132328,259522560,185020416
2080044,76132328,259522560,185020416
2081044,76132328,259522560,185020416
2082044,76132328,259522560,185020416
2083048,76132328,259522560,185020416
2084048,76132328,259522560,185020416
2085048,76132328,259522560,185020416
2086048,76132328,259522560,185020416
2087048,76132328,259522560,185020416
2088048,76132328,259522560,185020416
2089052,76132328,259522560,185020416
2090056,76132328,259522560,185020416
2091056,76132328,259522560,185020416
2092056,76132328,259522560,185020416
2093060,76132328,259522560,185020416
2094061,76132328,259522560,185020416
2095061,76132328,259522560,185020416
2096061,76132328,259522560,185020416
2097061,76132328,259522560,185020416
2098061,76132328,259522560,185020416
2099067,76132328,259522560,185020416
2100067,76132328,259522560,185020416
2101067,76132328,259522560,185020416
2102067,76132328,259522560,185020416
2103067,76132328,259522560,185020416
2104073,76132328,259522560,185020416
2105074,76132328,259522560,185020416
2106088,76132328,259522560,185020416
2107088,76132328,259522560,185020416
2108088,76132328,259522560,185020416
2109119,76132328,259522560,185020416
2110120,76132328,259522560,185020416
2111120,76132328,259522560,185020416
2112124,76132328,259522560,185020416
2113124,76132328,259522560,185020416
2114124,76132328,259522560,185020416
2115136,76132328,259522560,185020416
2116136,76132328,259522560,185020416
2117136,76132328,259522560,185020416
2118136,76132328,259522560,185020416
2119136,76132328,259522560,185020416
2120136,76132328,259522560,185020416
2121141,76132328,259522560,185020416
2122141,76132328,259522560,185020416
2123141,76132328,259522560,185020416
2124141,76132328,259522560,185020416
2125141,76090152,259522560,185020416
2126141,76090152,259522560,185020416
2127141,76090152,259522560,185020416
2128141,76090152,259522560,185020416
2129141,76090152,259522560,185020416
2130147,76090152,259522560,185020416
2131231,76090152,259522560,185020416
2132231,76090152,259522560,185020416
2133231,76090152,259522560,185020416
2134231,76090152,259522560,185020416
2135231,76090152,259522560,185020416
2136231,76090152,259522560,185020416
2137231,76090152,259522560,185020416
2138231,75160440,259522560,185020416
2139262,75160440,259522560,185020416
2140262,75160440,259522560,185020416
2141263,75160440,259522560,185020416
2142376,75160440,259522560,185020416
2143376,75160440,259522560,185020416
2144376,75160440,259522560,185020416
2145388,75160440,259522560,185020416
2146388,75160440,259522560,185020416
2147389,75160440,259522560,185020416
2148397,75160440,259522560,185020416
2149398,75160440,259522560,185020416
